"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","qtrly_estabs","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_chg","oty_qtrly_estabs_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"37161","5","10","71","0","2016","1","",1228,14511,14492,14729,113671032,100822030,2093084,600,"",0.98,0.96,0.96,0.96,0.93,1.01,1.00,0.98,"",1,0.1,31,0.2,-18,-0.1,-40,-0.3,4676203,4.3,3873948,4.0,-430790,-17.1,25,4.3
"37163","0","10","70","0","2016","1","",1175,18107,18297,18332,159284121,105510167,1376497,672,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",6,0.5,326,1.8,428,2.4,266,1.5,6894643,4.5,7252187,7.4,-302809,-18.0,17,2.6
"37163","1","10","71","0","2016","1","",14,109,107,106,1456693,0,0,1044,"",1.91,0.30,0.30,0.29,0.32,0.00,0.00,1.07,"",0,0.0,12,12.4,10,10.3,4,3.9,-119355,-7.6,0,0.0,0,0.0,-185,-15.1
"37163","2","10","71","0","2016","1","",15,761,774,783,7204161,0,0,717,"",1.79,1.30,1.29,1.30,1.36,0.00,0.00,1.05,"",-2,-11.8,-20,-2.6,-20,-2.5,-29,-3.6,-216504,-2.9,0,0.0,0,0.0,0,0.0
"37163","3","10","71","0","2016","1","",42,3214,3251,3223,30624866,8750,88,729,"",2.05,1.75,1.74,1.72,2.20,0.01,0.01,1.27,"",1,2.4,-2,-0.1,-22,-0.7,-5,-0.2,1341078,4.6,8750,100.0,88,100.0,34,4.9
"37163","5","10","71","0","2016","1","",1104,14023,14165,14220,119998401,105501417,1376409,653,"",0.97,0.92,0.92,0.92,0.89,1.01,1.01,0.97,"",7,0.6,336,2.5,460,3.4,296,2.1,5889424,5.2,7243437,7.4,-302897,-18.0,16,2.5
"37165","0","10","70","0","2016","1","",631,11925,11888,11893,97528849,59395352,1143875,630,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-9,-1.4,257,2.2,296,2.6,259,2.2,-1769977,-1.8,-363910,-0.6,-462028,-28.8,-27,-4.1
"37165","1","10","71","0","2016","1","",4,47,49,48,539197,0,0,864,"",1.02,0.20,0.21,0.20,0.19,0.00,0.00,0.94,"",0,0.0,1,2.2,5,11.4,2,4.3,-63157,-10.5,0,0.0,0,0.0,-158,-15.5
"37165","2","10","71","0","2016","1","",10,652,648,638,6353138,0,0,757,"",2.22,1.69,1.66,1.63,1.96,0.00,0.00,1.18,"",-1,-9.1,41,6.7,46,7.6,44,7.4,247021,4.0,0,0.0,0,0.0,-23,-2.9
"37165","3","10","71","0","2016","1","",26,1665,1662,1672,14084280,391636,3642,650,"",2.36,1.37,1.37,1.37,1.65,0.62,0.61,1.21,"",0,0.0,58,3.6,95,6.1,88,5.6,-6764,0.0,-14619,-3.6,-2208,-37.7,-33,-4.8
"37165","5","10","71","0","2016","1","",591,9561,9529,9535,76552234,59003716,1140233,617,"",0.97,0.95,0.95,0.95,0.92,1.01,1.00,0.97,"",-8,-1.3,157,1.7,150,1.6,125,1.3,-1947077,-2.5,-349291,-0.6,-459820,-28.7,-26,-4.0
"37167","0","10","70","0","2016","1","",1355,18743,18752,18892,149927312,94648233,1535646,614,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-4,-0.3,362,2.0,260,1.4,216,1.2,5855624,4.1,-5566018,-5.6,-592434,-27.8,15,2.5
"37167","1","10","71","0","2016","1","",12,145,143,136,1755698,0,0,956,"",1.42,0.39,0.39,0.36,0.41,0.00,0.00,1.07,"",0,0.0,11,8.2,8,5.9,-3,-2.2,-308251,-14.9,0,0.0,0,0.0,-211,-18.1
"37167","2","10","71","0","2016","1","",10,1023,987,1021,9156932,0,0,697,"",1.04,1.68,1.60,1.65,1.84,0.00,0.00,1.12,"",0,0.0,42,4.3,28,2.9,39,4.0,294313,3.3,0,0.0,0,0.0,-3,-0.4
"37167","3","10","71","0","2016","1","",59,3134,3098,3117,30944976,50787,360,764,"",2.50,1.65,1.61,1.61,2.36,0.05,0.05,1.45,"",9,18.0,817,35.3,772,33.2,773,33.0,10507782,51.4,3284,6.9,-57,-13.7,89,13.2
"37167","5","10","71","0","2016","1","",1274,14441,14524,14618,108069706,94597446,1535286,572,"",0.97,0.91,0.92,0.92,0.85,1.01,1.01,0.93,"",-13,-1.0,-508,-3.4,-548,-3.6,-593,-3.9,-4638220,-4.1,-5569302,-5.6,-592377,-27.8,-3,-0.5
"37169","0","10","70","0","2016","1","",683,6895,6949,7011,50256544,32062918,428467,556,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-1.2,-21,-0.3,-13,-0.2,43,0.6,-239883,-0.5,283575,0.9,-153055,-26.3,-3,-0.5
"37169","1","10","71","0","2016","1","",11,63,69,67,729246,0,0,846,"",2.58,0.46,0.50,0.48,0.50,0.00,0.00,1.04,"",0,0.0,-1,-1.6,9,15.0,8,13.6,-54373,-6.9,0,0.0,0,0.0,-142,-14.4
"37169","2","10","71","0","2016","1","",11,199,189,215,1605381,0,0,614,"",2.26,0.89,0.83,0.93,0.96,0.00,0.00,1.09,"",0,0.0,6,3.1,-12,-6.0,-2,-0.9,-121114,-7.0,0,0.0,0,0.0,-38,-5.8
"37169","3","10","71","0","2016","1","",31,1610,1620,1631,12736834,0,0,605,"",2.60,2.30,2.28,2.27,2.90,0.00,0.00,1.27,"",-1,-3.1,-34,-2.1,-10,-0.6,2,0.1,108714,0.9,0,0.0,0,0.0,11,1.9
"37169","5","10","71","0","2016","1","",630,5023,5071,5098,35185083,32062918,428467,534,"",0.95,0.86,0.86,0.86,0.82,1.01,1.01,0.95,"",-7,-1.1,8,0.2,0,0.0,35,0.7,-173110,-0.5,283575,0.9,-153055,-26.3,-5,-0.9
"37171","0","10","70","0","2016","1","",1804,28099,28268,28538,227348985,157982876,2771896,618,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-5,-0.3,691,2.5,707,2.6,685,2.5,11949236,5.5,9569090,6.4,-704130,-20.3,18,3.0
"37171","1","10","71","0","2016","1","",16,162,164,165,1994768,0,0,938,"",1.42,0.29,0.29,0.29,0.30,0.00,0.00,1.04,"",0,0.0,-7,-4.1,0,0.0,3,1.9,-251222,-11.2,0,0.0,0,0.0,-109,-10.4
"37171","2","10","71","0","2016","1","",14,743,736,774,5950683,0,0,610,"",1.09,0.82,0.79,0.83,0.79,0.00,0.00,0.97,"",-1,-6.7,-6,-0.8,-4,-0.5,12,1.6,-22281,-0.4,0,0.0,0,0.0,-2,-0.3
"37171","3","10","71","0","2016","1","",67,3639,3703,3720,33176958,21974,220,692,"",2.13,1.27,1.28,1.27,1.67,0.01,0.02,1.31,"",3,4.7,16,0.4,37,1.0,88,2.4,314973,1.0,21974,100.0,220,100.0,-2,-0.3
"37171","5","10","71","0","2016","1","",1707,23555,23665,23879,186226576,157960902,2771676,604,"",0.98,0.99,0.99,0.99,0.96,1.01,1.01,0.97,"",-7,-0.4,688,3.0,674,2.9,582,2.5,11907766,6.8,9547116,6.4,-704350,-20.3,22,3.8
"37173","0","10","70","0","2016","1","",422,9481,9544,9967,84220868,22686746,454352,670,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,1.0,1153,13.8,1205,14.5,1406,16.4,14690951,21.1,-957821,-4.1,-187078,-29.2,34,5.3
"37173","1","10","71","0","2016","1","",11,122,132,130,1586006,0,0,953,"",4.18,0.65,0.70,0.66,0.65,0.00,0.00,0.98,"",0,0.0,-9,-6.9,4,3.1,-2,-1.5,-161397,-9.2,0,0.0,0,0.0,-78,-7.6
"37173","2","10","71","0","2016","1","",11,75,75,75,849637,0,0,871,"",3.66,0.24,0.24,0.23,0.30,0.00,0.00,1.28,"",-1,-8.3,5,7.1,4,5.6,3,4.2,30698,3.7,0,0.0,0,0.0,-16,-1.8
"37173","3","10","71","0","2016","1","",20,5949,6071,6285,58382282,852533,7877,736,"",2.72,6.17,6.22,6.15,7.93,3.53,3.33,1.28,"",0,0.0,1247,26.5,1310,27.5,1434,29.6,16150353,38.2,51991,6.5,-2277,-22.4,55,8.1
"37173","5","10","71","0","2016","1","",380,3335,3266,3477,23402943,21834213,446475,536,"",0.93,0.42,0.40,0.41,0.33,0.98,0.99,0.80,"",5,1.3,-90,-2.6,-113,-3.3,-29,-0.8,-1328703,-5.4,-1009812,-4.4,-184801,-29.3,-18,-3.2
"37175","0","10","70","0","2016","1","",899,8330,8387,8502,66151603,43609047,660739,605,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",22,2.5,256,3.2,300,3.7,358,4.4,4905167,8.0,3381967,8.4,-127758,-16.2,23,4.0
"37175","1","10","71","0","2016","1","",10,122,119,119,1666579,0,0,1068,"",1.78,0.74,0.72,0.71,0.87,0.00,0.00,1.21,"",0,0.0,-12,-9.0,-14,-10.5,-9,-7.0,-258104,-13.4,0,0.0,0,0.0,-56,-5.0
"37175","2","10","71","0","2016","1","",13,134,130,133,1155804,0,0,672,"",2.03,0.50,0.47,0.48,0.53,0.00,0.00,1.09,"",0,0.0,-7,-5.0,-9,-6.5,-12,-8.3,-26264,-2.2,0,0.0,0,0.0,30,4.7
"37175","3","10","71","0","2016","1","",15,1213,1216,1234,10406690,110859,1456,656,"",0.96,1.43,1.42,1.42,1.80,0.24,0.42,1.27,"",0,0.0,-13,-1.1,-13,-1.1,-10,-0.8,74009,0.7,15289,16.0,-178,-10.9,11,1.7
"37175","5","10","71","0","2016","1","",861,6861,6922,7016,52922530,43498188,659283,587,"",0.99,0.97,0.98,0.98,0.94,1.01,1.00,0.96,"",22,2.6,288,4.4,336,5.1,389,5.9,5115526,10.7,3366678,8.4,-127580,-16.2,29,5.2
"37177","0","10","70","0","2016","1","",97,941,960,1019,7652816,3655302,55502,605,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-1,-1.0,-27,-2.8,-37,-3.7,5,0.5,514418,7.2,353372,10.7,-16881,-23.3,52,9.4
"37177","1","10","71","0","2016","1","",3,23,23,22,304905,0,0,1035,"",4.96,1.23,1.21,1.09,1.38,0.00,0.00,1.17,"",0,0.0,5,27.8,5,27.8,3,15.8,11674,4.0,0,0.0,0,0.0,-195,-15.9
"37177","2","10","71","0","2016","1","",7,188,185,189,1651973,0,0,678,"",10.13,6.16,5.86,5.65,6.49,0.00,0.00,1.10,"",0,0.0,5,2.7,5,2.8,9,5.0,76519,4.9,0,0.0,0,0.0,8,1.2
"37177","3","10","71","0","2016","1","",8,237,248,280,1809295,0,0,546,"",4.73,2.48,2.53,2.68,2.71,0.00,0.00,1.06,"",0,0.0,-16,-6.3,-20,-7.5,13,4.9,21461,1.2,0,0.0,0,0.0,22,4.2
"37177","5","10","71","0","2016","1","",79,493,504,528,3886643,3655302,55502,588,"",0.84,0.62,0.62,0.61,0.60,1.01,1.01,0.97,"",-1,-1.2,-21,-4.1,-27,-5.1,-20,-3.6,404764,11.6,353372,10.7,-16881,-23.3,84,16.7
"37179","0","10","70","0","2016","1","",5228,59688,60069,60668,586189596,423867447,7029797,750,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",253,5.1,1601,2.8,1763,3.0,2056,3.5,18638739,3.3,16586896,4.1,-2268973,-24.4,2,0.3
"37179","1","10","71","0","2016","1","",14,265,261,263,3503621,0,0,1025,"",0.43,0.22,0.22,0.22,0.21,0.00,0.00,0.94,"",0,0.0,20,8.2,16,6.5,14,5.6,-450479,-11.4,0,0.0,0,0.0,-210,-17.0
"37179","2","10","71","0","2016","1","",15,552,571,599,5132291,0,0,688,"",0.40,0.29,0.29,0.30,0.26,0.00,0.00,0.90,"",1,7.1,7,1.3,-5,-0.9,9,1.5,-248320,-4.6,0,0.0,0,0.0,-38,-5.2
"37179","3","10","71","0","2016","1","",109,8504,8613,8703,86076990,4472,14,769,"",1.20,1.40,1.40,1.40,1.68,0.00,0.00,1.20,"",3,2.8,18,0.2,91,1.1,182,2.1,8022628,10.3,214,5.0,-16,-53.3,63,8.9
"37179","5","10","71","0","2016","1","",5090,50367,50624,51103,491476694,423862975,7029783,746,"",1.00,1.00,1.00,1.00,0.99,1.01,1.01,0.99,"",249,5.1,1556,3.2,1661,3.4,1851,3.8,11314910,2.4,16586682,4.1,-2268957,-24.4,-8,-1.1
"37181","0","10","70","0","2016","1","",870,14776,14938,15106,120561108,87150584,1257337,621,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",17,2.0,95,0.6,133,0.9,159,1.1,2978350,2.5,3147983,3.7,-394194,-23.9,10,1.6
"37181","1","10","71","0","2016","1","",7,84,85,96,1164880,0,0,1014,"",1.29,0.29,0.29,0.32,0.33,0.00,0.00,1.12,"",0,0.0,-3,-3.4,-1,-1.2,11,12.9,-117955,-9.2,0,0.0,0,0.0,-133,-11.6
"37181","2","10","71","0","2016","1","",12,537,611,621,5278866,0,0,689,"",1.94,1.12,1.24,1.25,1.32,0.00,0.00,1.09,"",-1,-7.7,5,0.9,2,0.3,11,1.8,-3344,-0.1,0,0.0,0,0.0,-7,-1.0
"37181","3","10","71","0","2016","1","",27,1950,1956,1979,17143168,538458,6549,672,"",1.78,1.30,1.28,1.28,1.63,0.58,1.00,1.27,"",0,0.0,-26,-1.3,-42,-2.1,-29,-1.4,-76243,-0.4,-33540,-5.9,-2681,-29.0,8,1.2
"37181","5","10","71","0","2016","1","",824,12205,12286,12410,96974194,86612126,1250788,606,"",0.98,0.98,0.97,0.97,0.95,1.01,1.00,0.97,"",18,2.2,119,1.0,174,1.4,166,1.4,3175892,3.4,3181523,3.8,-391513,-23.8,12,2.0
"37183","0","10","70","0","2016","1","",32922,512043,514642,517631,7043898496,4251161847,68370392,1053,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",1742,5.6,18362,3.7,18277,3.7,18505,3.7,342548878,5.1,135776904,3.3,-21342122,-23.8,15,1.4
"37183","1","10","71","0","2016","1","",84,5056,5158,5144,96756324,0,0,1454,"",0.41,0.50,0.51,0.50,0.48,0.00,0.00,0.95,"",0,0.0,-121,-2.3,-25,-0.5,-32,-0.6,-4089498,-4.1,0,0.0,0,0.0,-44,-2.9
"37183","2","10","71","0","2016","1","",70,38060,38406,38377,490713165,385997,1306,986,"",0.30,2.29,2.27,2.26,2.10,0.03,0.05,0.92,"",2,2.9,-425,-1.1,59,0.2,-154,-0.4,-1906893,-0.4,30801,8.7,-406,-23.7,1,0.1
"37183","3","10","71","0","2016","1","",236,33894,34416,34446,393690917,825563,6977,884,"",0.41,0.65,0.65,0.65,0.64,0.02,0.02,0.98,"",7,3.1,814,2.5,993,3.0,1190,3.6,11305860,3.0,55946,7.3,-1493,-17.6,-1,-0.1
"37183","5","10","71","0","2016","1","",32532,435033,436662,439664,6062738090,4249950287,68362109,1067,"",1.02,1.00,1.00,1.01,1.01,1.01,1.01,1.01,"",1733,5.6,18094,4.3,17250,4.1,17501,4.1,337239409,5.9,135690157,3.3,-21340223,-23.8,17,1.6
"37185","0","10","70","0","2016","1","",318,3442,3434,3478,24882277,11977079,164672,555,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",7,2.3,129,3.9,123,3.7,131,3.9,933317,3.9,652898,5.8,-43868,-21.0,1,0.2
"37185","1","10","71","0","2016","1","",8,31,31,33,300337,0,0,730,"",4.03,0.45,0.46,0.48,0.42,0.00,0.00,0.90,"",-1,-11.1,-2,-6.1,0,0.0,-1,-2.9,-84237,-21.9,0,0.0,0,0.0,-176,-19.4
"37185","2","10","71","0","2016","1","",13,419,420,420,4071360,0,0,746,"",5.74,3.76,3.72,3.68,4.92,0.00,0.00,1.32,"",1,8.3,-12,-2.8,-14,-3.2,-11,-2.6,49926,1.2,0,0.0,0,0.0,30,4.2
"37185","3","10","71","0","2016","1","",15,889,892,914,7003535,0,0,600,"",2.70,2.54,2.54,2.56,3.22,0.00,0.00,1.26,"",0,0.0,12,1.4,9,1.0,33,3.7,23206,0.3,0,0.0,0,0.0,-10,-1.6
"37185","5","10","71","0","2016","1","",282,2103,2091,2111,13507045,11977079,164672,494,"",0.91,0.72,0.72,0.72,0.64,1.01,1.01,0.88,"",7,2.5,131,6.6,128,6.5,110,5.5,944422,7.5,652898,5.8,-43868,-21.0,6,1.2
"37187","0","10","70","0","2016","1","",252,3458,3469,3534,33819363,23585542,660169,746,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-8,-3.1,-15,-0.4,-15,-0.4,58,1.7,-132503,-0.4,571646,2.5,-307197,-31.8,-5,-0.7
"37187","1","10","71","0","2016","1","",5,29,31,30,317667,0,0,815,"",3.18,0.42,0.45,0.43,0.33,0.00,0.00,0.75,"",0,0.0,1,3.6,6,24.0,5,20.0,-47561,-13.0,0,0.0,0,0.0,-266,-24.6
"37187","2","10","71","0","2016","1","",12,108,108,109,1011657,0,0,718,"",6.68,0.96,0.95,0.94,0.90,0.00,0.00,0.95,"",0,0.0,-5,-4.4,-1,-0.9,-1,-0.9,-39879,-3.8,0,0.0,0,0.0,-13,-1.8
"37187","3","10","71","0","2016","1","",14,689,701,734,5048235,0,0,548,"",3.19,1.96,1.98,2.03,1.71,0.00,0.00,0.86,"",0,0.0,-13,-1.9,-7,-1.0,30,4.3,-179733,-3.4,0,0.0,0,0.0,-23,-4.0
"37187","5","10","71","0","2016","1","",221,2632,2629,2661,27441804,23585542,660169,799,"",0.90,0.90,0.90,0.89,0.95,1.01,1.01,1.06,"",-8,-3.5,2,0.1,-13,-0.5,24,0.9,134670,0.5,571646,2.5,-307197,-31.8,2,0.3
"37189","0","10","70","0","2016","1","",1695,21889,22080,21745,177372650,87574470,1311995,623,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",34,2.0,344,1.6,362,1.7,180,0.8,1116919,0.6,2453650,2.9,-358621,-21.5,-4,-0.6
"37189","1","10","71","0","2016","1","",11,100,104,104,1248004,0,0,935,"",1.04,0.23,0.24,0.24,0.24,0.00,0.00,1.03,"",0,0.0,7,7.5,8,8.3,8,8.3,-89667,-6.7,0,0.0,0,0.0,-148,-13.7
"37189","2","10","71","0","2016","1","N",11,0,0,0,0,0,0,0,"N",0.91,0,0,0,0,0,0,0,"N",-2,-15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37189","3","10","71","0","2016","1","N",23,0,0,0,0,0,0,0,"N",0.78,0,0,0,0,0,0,0,"N",-1,-4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37189","5","10","71","0","2016","1","",1650,16837,16954,16625,121309422,87061221,1307363,555,"",1.00,0.91,0.91,0.90,0.80,1.01,1.00,0.89,"",37,2.3,355,2.2,402,2.4,234,1.4,1498383,1.3,2516875,3.0,-356510,-21.4,-4,-0.7
"37191","0","10","70","0","2016","1","",2319,41951,41974,42303,355740980,232518416,3366844,650,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",28,1.2,292,0.7,232,0.6,323,0.8,546718,0.2,1203234,0.5,-1437176,-29.9,-4,-0.6
"37191","1","10","71","0","2016","1","",36,1196,1188,1201,14357160,0,0,924,"",2.49,1.44,1.43,1.44,1.40,0.00,0.00,0.97,"",5,16.1,25,2.1,13,1.1,29,2.5,-1482273,-9.4,0,0.0,0,0.0,-115,-11.1
"37191","2","10","71","0","2016","1","",14,3076,3066,3107,30103521,0,0,751,"",0.85,2.26,2.22,2.24,2.55,0.00,0.00,1.14,"",-3,-17.6,-67,-2.1,-89,-2.8,-60,-1.9,-772616,-2.5,0,0.0,0,0.0,-2,-0.3
"37191","3","10","71","0","2016","1","",57,4814,4833,4859,39934045,219898,1297,635,"",1.41,1.13,1.13,1.12,1.28,0.09,0.07,1.14,"",-1,-1.7,63,1.3,52,1.1,77,1.6,547156,1.4,-65601,-23.0,-1600,-55.2,0,0.0
"37191","5","10","71","0","2016","1","",2212,32865,32887,33136,271346254,232298518,3365547,633,"",0.98,0.93,0.93,0.93,0.90,1.01,1.01,0.97,"",27,1.2,271,0.8,256,0.8,277,0.8,2254451,0.8,1268835,0.5,-1435576,-29.9,0,0.0
"37193","0","10","70","0","2016","1","",1288,21322,21366,21716,181009704,114605704,1854339,649,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",21,1.7,327,1.6,209,1.0,637,3.0,3747345,2.1,7300431,6.8,-447831,-19.5,2,0.3
"37193","1","10","71","0","2016","1","",18,177,175,176,2352110,0,0,1028,"",2.24,0.42,0.41,0.41,0.45,0.00,0.00,1.09,"",0,0.0,5,2.9,6,3.6,11,6.7,-152067,-6.1,0,0.0,0,0.0,-114,-10.0
"37193","2","10","71","0","2016","1","",15,856,929,950,7862526,0,0,663,"",1.63,1.24,1.32,1.33,1.31,0.00,0.00,1.01,"",0,0.0,12,1.4,-7,-0.7,17,1.8,-164102,-2.0,0,0.0,0,0.0,-20,-2.9
"37193","3","10","71","0","2016","1","",46,3222,3214,3338,26595756,142189,1722,628,"",2.05,1.49,1.47,1.50,1.68,0.12,0.18,1.13,"",2,4.5,59,1.9,-10,-0.3,183,5.8,-523832,-1.9,15860,12.6,-746,-30.2,-28,-4.3
"37193","5","10","71","0","2016","1","",1209,17067,17048,17252,144199312,114463515,1852617,648,"",0.97,0.95,0.94,0.94,0.94,1.01,1.00,0.99,"",19,1.6,251,1.5,220,1.3,426,2.5,4587346,3.3,7284571,6.8,-447085,-19.4,10,1.6
"37195","0","10","70","0","2016","1","",1895,36765,36865,37058,376942561,263709794,4145335,786,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",29,1.6,508,1.4,634,1.7,705,1.9,-4131132,-1.1,5056112,2.0,-1208849,-22.6,-22,-2.7
"37195","1","10","71","0","2016","1","",12,130,129,127,1786138,0,0,1068,"",1.02,0.18,0.18,0.17,0.16,0.00,0.00,0.93,"",-1,-7.7,10,8.3,6,4.9,2,1.6,-145429,-7.5,0,0.0,0,0.0,-143,-11.8
"37195","2","10","71","0","2016","1","",15,1267,1262,1297,11190228,0,0,675,"",1.11,1.06,1.04,1.07,0.89,0.00,0.00,0.85,"",-2,-11.8,-40,-3.1,-49,-3.7,-28,-2.1,-848135,-7.0,0,0.0,0,0.0,-30,-4.3
"37195","3","10","71","0","2016","1","",48,3630,3633,3625,33344915,0,0,707,"",1.45,0.97,0.96,0.95,1.01,0.00,0.00,1.05,"",0,0.0,51,1.4,54,1.5,49,1.4,689623,2.1,0,0.0,0,0.0,5,0.7
"37195","5","10","71","0","2016","1","",1820,31738,31841,32009,330621280,263709794,4145335,798,"",0.99,1.02,1.02,1.02,1.03,1.01,1.01,1.01,"",32,1.8,487,1.6,623,2.0,682,2.2,-3827191,-1.1,5056112,2.0,-1208849,-22.6,-25,-3.0
"37197","0","10","70","0","2016","1","",670,10021,10048,10170,75983370,57374443,1024543,580,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",4,0.6,471,4.9,528,5.5,569,5.9,4144667,5.8,3802425,7.1,-321705,-23.9,2,0.3
"37197","1","10","71","0","2016","1","",7,68,69,73,760794,0,0,836,"",1.68,0.34,0.35,0.36,0.35,0.00,0.00,0.99,"",0,0.0,0,0.0,0,0.0,1,1.4,-60245,-7.3,0,0.0,0,0.0,-71,-7.8
"37197","2","10","71","0","2016","1","",11,87,85,85,898112,0,0,806,"",2.30,0.27,0.26,0.25,0.36,0.00,0.00,1.37,"",-1,-8.3,7,8.8,4,4.9,4,4.9,2161,0.2,0,0.0,0,0.0,-48,-5.6
"37197","3","10","71","0","2016","1","",27,1394,1389,1434,11086802,0,0,607,"",2.31,1.37,1.35,1.38,1.67,0.00,0.00,1.22,"",0,0.0,23,1.7,22,1.6,48,3.5,-215936,-1.9,0,0.0,0,0.0,-25,-4.0
"37197","5","10","71","0","2016","1","",625,8472,8505,8578,63237662,57374443,1024543,571,"",0.96,1.00,1.00,1.00,0.98,1.01,1.01,0.98,"",5,0.8,441,5.5,502,6.3,516,6.4,4418687,7.5,3802425,7.1,-321705,-23.9,8,1.4
"37199","0","10","70","0","2016","1","",354,3618,3650,3675,27944896,16079511,318214,589,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",11,3.2,64,1.8,97,2.7,69,1.9,3528721,14.5,-200599,-1.2,-116403,-26.8,63,12.0
"37199","1","10","71","0","2016","1","",4,41,39,41,470387,0,0,897,"",1.81,0.57,0.54,0.56,0.58,0.00,0.00,1.04,"",0,0.0,3,7.9,4,11.4,4,10.8,-56717,-10.8,0,0.0,0,0.0,-209,-18.9
"37199","2","10","71","0","2016","1","",9,92,99,100,848291,0,0,673,"",3.57,0.78,0.82,0.83,0.91,0.00,0.00,1.13,"",0,0.0,-3,-3.2,0,0.0,-6,-5.7,-59871,-6.6,0,0.0,0,0.0,-26,-3.7
"37199","3","10","71","0","2016","1","",19,763,770,758,7777785,0,0,783,"",3.08,2.08,2.06,2.01,3.19,0.00,0.00,1.55,"",1,5.6,20,2.7,15,2.0,-6,-0.8,2127592,37.7,0,0.0,0,0.0,207,35.9
"37199","5","10","71","0","2016","1","",322,2722,2742,2776,18848433,16079511,318214,528,"",0.94,0.89,0.89,0.89,0.79,1.01,1.01,0.89,"",10,3.2,44,1.6,78,2.9,77,2.9,1517717,8.8,-200599,-1.2,-116403,-26.8,31,6.2
"37999","0","10","70","0","2016","1","",19356,103430,106326,105973,2232840473,1490104371,29243177,1632,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",905,4.9,8925,9.4,10325,10.8,10435,10.9,207574074,10.2,156705571,11.8,-5180774,-15.0,-2,-0.1
"37999","1","10","71","0","2016","1","",55,1499,1583,1601,30341461,0,0,1495,"",0.46,0.73,0.75,0.76,0.47,0.00,0.00,0.63,"",7,14.6,189,14.4,256,19.3,287,21.8,6863158,29.2,0,0.0,0,0.0,124,9.0
"37999","2","10","71","0","2016","1","N",22,0,0,0,0,0,0,0,"N",0.16,0,0,0,0,0,0,0,"N",5,29.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37999","3","10","71","0","2016","1","N",1,0,0,0,0,0,0,0,"N",0.00,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37999","5","10","71","0","2016","1","",19278,101877,104680,104302,2201677738,1489987823,29241632,1634,"",1.03,1.16,1.17,1.16,1.16,1.01,1.01,1.00,"",894,4.9,8724,9.4,10047,10.6,10123,10.7,200477419,10.0,156691467,11.8,-5180275,-15.0,-4,-0.2
"38000","0","10","50","0","2016","1","",31889,410871,410024,409421,4843086872,3323264888,43060216,908,"",1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,"",-26,-0.1,-28983,-6.6,-27965,-6.4,-27049,-6.2,-755450550,-13.5,-653483746,-16.4,14661330,51.6,-75,-7.6
