Percentage_I_2004,Percentage_R_2004,County_FIPS,Percentage_D_2008,Percentage_R_2008,Percentage_D_2012,Percentage_I_2012,Percentage_R_2012,Percentage_D_2016,Percentage_I_2016,Percentage_R_2016,County,Inc_2013,Inc_2014,Inc_2015,Inc_Rank,Pct_Chg_2014,Pct_Chg_2015,Pct_Rank,State,Name,Labor_Force,Employed,Unemp_Level,Unemp_Rate,total_pop,pct_male,pct_female,pct_old,pct_latino,pct_white,pct_black,pct_no_hs,pct_some_hs,pct_hs,pct_some_college,pct_associates,pct_bachelors,pct_graduate,pct_hs_less,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
10.0,60.0,46077.0,46.0,51.0,41.9,1.25,55.6,27.55,3.285,65.85,Kingsbury,54719.0,51259.0,48486.0,26.0,-6.3,-5.4,49.0,SD," Kingsbury County, SD                     ","      2,695 ","      2,638 ",       57 ,2.1,5141.0,50.2,49.8,24.4,2.0,95.7,0.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,223.0,1663.0,1652.0,1639.0,13925466.0,9558623.0,45063.0,649.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5.0,-2.2,53.0,3.3,39.0,2.4,-5.0,-0.3,397698.0,2.9,114059.0,1.2,-4818.0,-9.7,8.0,1.2
11.0,56.0,46079.0,49.0,49.0,43.3,1.15,54.4,34.09,3.19,59.5,Lake,50496.0,52864.0,58299.0,10.0,4.7,10.3,7.0,SD," Lake County, SD                          ","      6,328 ","      6,164 ",      164 ,2.6,11831.0,50.8,49.2,22.5,2.0,94.5,0.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,461.0,4690.0,4752.0,4807.0,42775770.0,25058466.0,163418.0,693.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,23.0,5.3,-148.0,-3.1,-136.0,-2.8,-129.0,-2.6,-623603.0,-1.4,-563717.0,-2.2,-13979.0,-7.9,10.0,1.5
8.75,65.0,46081.0,41.0,56.0,35.0,1.6,61.8,28.33,4.535,62.58,Lawrence,39387.0,42443.0,43984.0,38.0,7.8,3.6,25.0,SD," Lawrence County, SD                      ","     13,144 ","     12,782 ",      362 ,2.8,24478.0,49.7,50.3,22.4,3.0,91.7,0.2,3.81679389313,3.26516966624,38.3350977879,16.3202763693,8.17406808937,19.6523095782,10.4362846158,45.4170613473,0.0,10.0,70.0,0.0,2016.0,1.0,,1167.0,11313.0,11420.0,11457.0,90523595.0,58579472.0,350248.0,611.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18.0,1.6,225.0,2.0,214.0,1.9,117.0,1.0,-3548222.0,-3.8,1750938.0,3.1,-12408.0,-3.4,-34.0,-5.3
8.75,65.0,46083.0,42.0,57.0,36.4,0.8,62.0,32.0,3.28,61.42,Lincoln,54809.0,58838.0,63242.0,7.0,7.4,7.5,12.0,SD," Lincoln County, SD                       ","     30,851 ","     30,311 ",      540 ,1.8,48326.0,49.8,50.2,12.2,1.6,94.4,1.0,4.11282930724,1.91005588244,18.769403625,23.2518257887,13.6690222051,26.1553472694,12.1315159221,24.7922888146,0.0,10.0,70.0,0.0,2016.0,1.0,,1828.0,19776.0,19830.0,19989.0,224757592.0,143092354.0,969658.0,870.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,96.0,5.5,993.0,5.3,1076.0,5.7,992.0,5.2,15766510.0,7.5,8902511.0,6.6,76782.0,8.6,17.0,2.0
11.75,53.0,46085.0,43.0,55.0,38.6,0.95,59.5,25.96,2.635,68.75,Lyman,50341.0,38886.0,43701.0,42.0,-22.8,12.4,5.0,SD," Lyman County, SD                         ","      1,788 ","      1,712 ",       76 ,4.3,3831.0,52.6,47.4,17.6,0.4,57.8,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,125.0,1355.0,1342.0,1356.0,9249979.0,6182013.0,59161.0,527.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.3,26.0,2.0,36.0,2.8,24.0,1.8,3488.0,0.0,-29668.0,-0.5,7779.0,15.1,-11.0,-2.0
9.5,62.0,46087.0,41.0,56.0,34.6,1.05,63.3,24.08,3.28,69.34,McCook,50477.0,43249.0,46234.0,31.0,-14.3,6.9,13.0,SD," McCook County, SD                        ","      3,239 ","      3,165 ",       74 ,2.3,5615.0,49.9,50.1,23.5,2.5,95.9,0.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,228.0,1308.0,1329.0,1354.0,10759570.0,7682500.0,39762.0,622.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13.0,6.0,-27.0,-2.0,13.0,1.0,-5.0,-0.4,902478.0,9.2,562933.0,7.9,3253.0,8.9,55.0,9.7
6.25,75.0,46089.0,32.0,67.0,22.4,0.9,75.8,16.88,2.325,78.45,McPherson,40407.0,43245.0,40910.0,50.0,7.0,-5.4,48.0,SD," McPherson County, SD                     ","      1,071 ","      1,041 ",       30 ,2.8,2401.0,51.6,48.4,31.4,2.2,91.6,0.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,87.0,598.0,593.0,606.0,4424243.0,2345704.0,11012.0,568.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,-4.0,-0.7,-3.0,-0.5,0.0,0.0,370257.0,9.1,84160.0,3.7,472.0,4.5,49.0,9.4
11.75,53.0,46091.0,58.0,41.0,53.4,0.95,44.7,38.72,3.51,54.23,Marshall,46175.0,46090.0,45420.0,34.0,-0.2,-1.5,42.0,SD," Marshall County, SD                      ","      2,455 ","      2,392 ",       63 ,2.6,4668.0,52.7,47.3,24.6,7.1,83.8,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,197.0,1609.0,1605.0,1626.0,13866640.0,11169365.0,79992.0,661.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,2.6,-38.0,-2.3,-19.0,-1.2,-45.0,-2.7,-1081631.0,-7.2,-345541.0,-3.0,4368.0,5.8,-37.0,-5.3
7.0,72.0,46093.0,32.0,65.0,27.1,1.5,69.9,19.12,4.11,72.63,Meade,35143.0,37966.0,38645.0,52.0,8.0,1.8,31.0,SD," Meade County, SD                         ","     13,503 ","     13,149 ",      354 ,2.6,26108.0,52.4,47.6,16.3,3.8,88.8,1.4,4.15696887686,2.49526387009,27.599458728,24.8606224628,13.4668470907,18.1434370771,9.27740189445,34.251691475,0.0,10.0,70.0,0.0,2016.0,1.0,,795.0,6500.0,6520.0,6636.0,62770259.0,29904449.0,240592.0,737.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,0.6,92.0,1.4,30.0,0.5,41.0,0.6,2630750.0,4.4,1406203.0,4.9,2184.0,0.9,25.0,3.5
10.25,59.0,46095.0,44.0,53.0,48.8,0.85,49.5,34.84,3.145,58.85,Mellette,25933.0,30457.0,27659.0,60.0,17.4,-9.2,53.0,SD," Mellette County, SD                      ",        766 ,        742 ,       24 ,3.1,2084.0,50.3,49.7,18.2,3.6,40.0,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,45.0,318.0,333.0,335.0,2090324.0,1554842.0,15656.0,489.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2.0,-4.3,-31.0,-8.9,-12.0,-3.5,-24.0,-6.7,98992.0,5.0,70270.0,4.7,3095.0,24.6,53.0,12.2
11.25,55.0,46097.0,50.0,47.0,42.0,1.1,55.8,26.4,3.61,66.35,Miner,49273.0,45364.0,47356.0,28.0,-7.9,4.4,23.0,SD," Miner County, SD                         ","      1,186 ","      1,156 ",       30 ,2.5,2340.0,50.9,49.1,26.2,2.1,94.6,0.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,106.0,715.0,716.0,720.0,5447936.0,3539201.0,19196.0,584.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,3.9,-2.0,-0.3,4.0,0.6,-7.0,-1.0,-490184.0,-8.3,-245746.0,-6.5,-12257.0,-39.0,-52.0,-8.2
10.75,57.0,46099.0,49.0,49.0,45.3,1.05,52.7,39.11,3.58,53.72,Minnehaha,45361.0,47974.0,50760.0,19.0,5.8,5.8,18.0,SD," Minnehaha County, SD                     ","    108,960 ","    106,757 ","    2,203 ",2.0,176014.0,50.0,50.0,14.7,4.5,85.0,4.1,3.48011246855,5.61520627456,27.9091372478,20.3873916832,12.0706381439,22.4452044659,8.09230971603,37.0044559909,0.0,10.0,70.0,0.0,2016.0,1.0,,6998.0,121591.0,121656.0,122435.0,1396599662.0,755066559.0,4418340.0,881.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,151.0,2.2,1894.0,1.6,1557.0,1.3,1419.0,1.2,39675374.0,2.9,18973525.0,2.6,80672.0,1.9,13.0,1.5
12.0,52.0,46101.0,51.0,46.0,47.1,1.1,50.6,35.56,2.71,59.01,Moody,50464.0,44005.0,48666.0,25.0,-12.8,10.6,6.0,SD," Moody County, SD                         ","      3,960 ","      3,840 ",      120 ,3.0,6445.0,50.4,49.6,19.5,2.6,79.8,0.7,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,204.0,2207.0,2228.0,2276.0,19844250.0,14144068.0,130271.0,682.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2.0,-1.0,-40.0,-1.8,-15.0,-0.7,20.0,0.9,163217.0,0.8,164914.0,1.2,-23973.0,-15.5,9.0,1.3
22.0,12.0,46102.0,89.0,10.0,93.4,0.3,6.0,86.46,2.605,8.32,Oglala Lakota,21818.0,23941.0,23406.0,65.0,9.7,-2.2,44.0,SD," Oglala Lakota County, SD                 ","      3,553 ","      3,178 ",      375 ,10.6,,,,,,,,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,117.0,3682.0,3731.0,3726.0,33191460.0,13144252.0,195970.0,688.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,117.0,100.0,3682.0,100.0,3731.0,100.0,3726.0,100.0,33191460.0,100.0,13144252.0,100.0,195970.0,100.0,688.0,100.0
8.25,67.0,46103.0,38.0,60.0,34.0,1.25,63.5,29.47,4.04,62.42,Pennington,42435.0,44996.0,46480.0,30.0,6.0,3.3,27.0,SD," Pennington County, SD                    ","     55,048 ","     53,618 ","    1,430 ",2.6,104574.0,50.2,49.8,17.6,4.5,80.8,1.2,1.32765565033,3.29676290701,28.4408521949,26.5381955275,9.2217144252,21.947680332,9.2271389631,33.0652707522,0.0,10.0,70.0,0.0,2016.0,1.0,,4359.0,53849.0,54051.0,54575.0,531264474.0,298769166.0,1907963.0,755.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,71.0,1.7,584.0,1.1,429.0,0.8,583.0,1.1,8333015.0,1.6,5798915.0,2.0,-91421.0,-4.6,5.0,0.7
6.75,73.0,46105.0,30.0,65.0,20.1,2.1,75.8,11.7,2.64,83.0,Perkins,36912.0,44701.0,39255.0,51.0,21.1,-12.2,59.0,SD," Perkins County, SD                       ","      1,543 ","      1,499 ",       44 ,2.9,3024.0,51.4,48.6,26.4,1.4,95.8,0.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,148.0,1183.0,1159.0,1146.0,8714041.0,5910652.0,32431.0,577.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.0,2.8,75.0,6.8,29.0,2.6,18.0,1.6,863190.0,11.0,771660.0,15.0,2271.0,7.5,39.0,7.2
7.25,71.0,46107.0,34.0,65.0,24.5,0.45,74.5,16.1,1.905,80.07,Potter,113437.0,108004.0,82608.0,2.0,-4.8,-23.5,65.0,SD," Potter County, SD                        ","      1,153 ","      1,129 ",       24 ,2.1,2312.0,47.4,52.6,32.7,0.6,94.9,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,127.0,822.0,810.0,843.0,6499111.0,4697429.0,19692.0,606.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.6,19.0,2.4,-6.0,-0.7,23.0,2.8,266060.0,4.3,61718.0,1.3,-995.0,-4.8,16.0,2.7
13.0,48.0,46109.0,59.0,39.0,54.1,0.85,44.2,39.6,2.635,55.12,Roberts,33103.0,31482.0,33377.0,58.0,-4.9,6.0,17.0,SD," Roberts County, SD                       ","      4,828 ","      4,694 ",      134 ,2.8,10303.0,50.2,49.8,21.0,1.9,59.6,0.3,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,286.0,3461.0,3430.0,3477.0,27224447.0,19927418.0,156159.0,606.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0.0,0.0,117.0,3.5,69.0,2.1,89.0,2.6,949410.0,3.6,1207432.0,6.4,10093.0,6.9,5.0,0.8
10.75,57.0,46111.0,41.0,56.0,34.9,1.7,61.7,21.46,2.8,72.92,Sanborn,44203.0,40456.0,51165.0,17.0,-8.5,26.5,2.0,SD," Sanborn County, SD                       ","      1,181 ","      1,157 ",       24 ,2.0,2341.0,51.5,48.5,24.3,1.4,98.0,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,77.0,562.0,559.0,581.0,4325862.0,2943900.0,14650.0,587.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2.0,-2.5,-13.0,-2.3,-12.0,-2.1,-14.0,-2.4,-3037.0,-0.1,-73702.0,-2.4,2291.0,18.5,13.0,2.3
10.0,60.0,46115.0,47.0,51.0,42.7,1.2,54.9,31.14,3.01,62.82,Spink,55967.0,49904.0,51167.0,16.0,-10.8,2.5,28.0,SD," Spink County, SD                         ","      3,271 ","      3,191 ",       80 ,2.4,6552.0,50.8,49.2,22.4,1.7,96.4,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,270.0,2271.0,2294.0,2350.0,20499905.0,11129339.0,67760.0,684.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13.0,5.1,3.0,0.1,-2.0,-0.1,35.0,1.5,1543894.0,8.1,737953.0,7.1,3877.0,6.1,48.0,7.5
7.5,70.0,46117.0,33.0,65.0,28.2,1.35,69.0,20.99,2.865,73.26,Stanley,64945.0,58765.0,64515.0,4.0,-9.5,9.8,8.0,SD," Stanley County, SD                       ","      1,851 ","      1,815 ",       36 ,1.9,2984.0,50.1,49.9,21.2,1.9,87.5,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,143.0,1206.0,1192.0,1259.0,9723869.0,7476434.0,112881.0,614.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3.0,2.1,9.0,0.8,-25.0,-2.1,1.0,0.1,60572.0,0.6,-20359.0,-0.3,15735.0,16.2,7.0,1.2
5.75,77.0,46119.0,28.0,70.0,22.8,1.2,74.9,15.91,2.61,78.86,Sully,87827.0,86060.0,60007.0,8.0,-2.0,-30.3,66.0,SD," Sully County, SD                         ",        859 ,        842 ,       17 ,2.0,1461.0,55.9,44.1,23.6,2.7,96.0,0.0,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,94.0,529.0,525.0,535.0,4360439.0,3232531.0,14952.0,633.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.1,30.0,6.0,26.0,5.2,30.0,5.9,267614.0,6.5,245891.0,8.2,2403.0,19.1,5.0,0.8
18.75,25.0,46121.0,78.0,20.0,79.1,0.45,19.9,70.82,3.125,22.91,Todd,22673.0,24281.0,24500.0,64.0,7.1,0.9,32.0,SD," Todd County, SD                          ","      2,988 ","      2,821 ",      167 ,5.6,9859.0,49.3,50.7,9.2,3.3,9.9,0.3,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,106.0,2791.0,2796.0,2862.0,24274921.0,13253411.0,253192.0,663.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2.0,1.9,32.0,1.2,67.0,2.5,94.0,3.4,907057.0,3.9,-21636.0,-0.2,16910.0,7.2,10.0,1.5
7.75,69.0,46123.0,32.0,65.0,27.4,0.95,70.8,17.56,1.88,78.66,Tripp,46038.0,46707.0,46057.0,32.0,1.5,-1.4,41.0,SD," Tripp County, SD                         ","      2,952 ","      2,895 ",       57 ,1.9,5549.0,51.5,48.5,24.7,0.7,82.4,0.1,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,267.0,2022.0,2003.0,2021.0,16499126.0,9434060.0,39102.0,630.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11.0,4.3,-18.0,-0.9,-18.0,-0.9,-33.0,-1.6,463605.0,2.9,334455.0,3.7,64.0,0.2,25.0,4.1
9.0,64.0,46125.0,39.0,58.0,33.5,1.0,64.5,23.15,3.03,70.77,Turner,53081.0,50934.0,65784.0,3.0,-4.0,29.2,1.0,SD," Turner County, SD                        ","      4,759 ","      4,654 ",      105 ,2.2,8339.0,50.2,49.8,24.1,1.9,95.9,0.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,292.0,1983.0,1960.0,1996.0,15446625.0,10424348.0,55613.0,600.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10.0,3.5,15.0,0.8,10.0,0.5,-18.0,-0.9,149784.0,1.0,218934.0,2.1,2803.0,5.3,5.0,0.8
10.75,57.0,46127.0,42.0,56.0,36.6,0.8,61.8,28.2,2.405,66.97,Union,80807.0,82092.0,88707.0,1.0,1.6,8.1,10.0,SD," Union County, SD                         ","      7,911 ","      7,698 ",      213 ,2.7,14751.0,50.0,50.0,18.3,2.8,93.3,0.8,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,683.0,9256.0,9335.0,9324.0,112096859.0,72164312.0,465336.0,927.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6.0,0.9,75.0,0.8,197.0,2.2,137.0,1.5,10773251.0,10.6,1336707.0,1.9,28361.0,6.5,77.0,9.1
8.0,68.0,46129.0,35.0,63.0,27.3,1.25,70.3,18.44,2.495,76.54,Walworth,42808.0,42753.0,41952.0,45.0,-0.1,-1.9,43.0,SD," Walworth County, SD                      ","      2,193 ","      2,114 ",       79 ,3.6,5498.0,48.7,51.3,28.2,1.3,81.6,0.3,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,258.0,2084.0,2093.0,2128.0,16290231.0,9872665.0,96459.0,596.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1.0,-0.4,-102.0,-4.7,-43.0,-2.0,-58.0,-2.7,386630.0,2.4,11487.0,0.1,11604.0,13.7,32.0,5.7
10.5,58.0,46135.0,48.0,50.0,42.4,1.25,55.0,34.32,3.435,58.79,Yankton,41943.0,42675.0,44953.0,35.0,1.7,5.3,19.0,SD," Yankton County, SD                       ","     11,661 ","     11,401 ",      260 ,2.2,22580.0,51.9,48.1,19.9,3.1,90.6,1.9,2.61196254994,7.71065656867,33.0431152722,19.4346711193,9.73820740652,20.9076271692,6.55375991413,43.3657343908,0.0,10.0,70.0,0.0,2016.0,1.0,,835.0,12504.0,12518.0,12575.0,120966513.0,72642435.0,355137.0,742.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14.0,1.7,249.0,2.0,214.0,1.7,145.0,1.2,2645897.0,2.2,-193072.0,-0.3,-15640.0,-4.2,4.0,0.5
15.0,40.0,46137.0,62.0,35.0,57.7,0.55,41.3,45.95,2.995,48.04,Ziebach,18686.0,27090.0,20944.0,66.0,45.0,-22.7,64.0,SD," Ziebach County, SD                       ",        992 ,        956 ,       36 ,3.6,2837.0,49.0,51.0,8.8,3.3,23.4,0.3,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,34.0,298.0,299.0,302.0,2384184.0,1999366.0,14946.0,612.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2.0,-5.6,9.0,3.1,11.0,3.8,10.0,3.4,113193.0,5.0,77794.0,4.0,2527.0,20.3,9.0,1.5
10.5,58.0,47001.0,36.0,62.0,34.1,0.38,63.9,30.31,1.012,64.59,Anderson,35840.0,36972.0,38637.0,13.0,3.2,4.5,27.0,TN," Anderson County, TN                      ","     34,759 ","     32,944 ","    1,815 ",5.2,75346.0,48.4,51.6,22.1,2.4,90.2,3.8,7.35825407358,9.63466784635,33.7222590872,17.9845904298,6.33156381332,13.5902823859,11.3783823638,50.7151810072,0.0,10.0,70.0,0.0,2016.0,1.0,,1627.0,38323.0,38418.0,38930.0,500579652.0,212239221.0,2050859.0,999.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-23.0,-1.4,-776.0,-2.0,-553.0,-1.4,-46.0,-0.1,3284428.0,0.7,-15962008.0,-7.0,-1346846.0,-39.6,19.0,1.9
9.75,61.0,47003.0,32.0,66.0,29.1,0.26,69.5,22.11,0.6,74.86,Bedford,31643.0,33282.0,34618.0,44.0,5.2,4.0,40.0,TN," Bedford County, TN                       ","     20,203 ","     19,126 ","    1,077 ",5.3,45660.0,49.7,50.3,17.1,11.5,78.2,5.9,10.6196662845,10.0082792001,43.0582091453,18.204687301,5.26047637244,8.02127117565,4.82741052095,63.68615463,0.0,10.0,70.0,0.0,2016.0,1.0,,802.0,18192.0,18173.0,18384.0,163147453.0,107609985.0,1269874.0,688.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-17.0,-2.1,169.0,0.9,124.0,0.7,182.0,1.0,4657659.0,2.9,-1363073.0,-1.3,-29950.0,-2.3,14.0,2.1
13.75,45.0,47005.0,41.0,57.0,36.2,0.36,61.9,23.31,0.416,74.58,Benton,31778.0,32334.0,33443.0,53.0,1.7,3.4,62.0,TN," Benton County, TN                        ","      6,874 ","      6,367 ",      507 ,7.4,16345.0,49.1,50.9,26.8,2.0,93.6,3.6,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,305.0,3941.0,3998.0,4096.0,29087943.0,17229271.0,287024.0,558.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9.0,3.0,10.0,0.3,39.0,1.0,117.0,2.9,38695.0,0.1,-120043.0,-0.7,-81858.0,-22.2,-7.0,-1.2
10.0,60.0,47007.0,32.0,66.0,29.1,0.32,69.3,19.26,0.568,77.87,Bledsoe,19886.0,20018.0,20719.0,95.0,0.7,3.5,59.0,TN," Bledsoe County, TN                       ","      4,491 ","      4,178 ",      313 ,7.0,13240.0,55.1,44.9,19.8,2.2,91.4,4.4,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,144.0,2200.0,2189.0,2186.0,16456545.0,4798576.0,70232.0,578.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6.0,-4.0,103.0,4.9,86.0,4.1,87.0,4.1,1235527.0,8.1,260380.0,5.7,-9567.0,-12.0,20.0,3.6
8.0,68.0,47009.0,30.0,69.0,26.3,0.34,72.0,23.3,0.914,72.1,Blount,35481.0,36571.0,37900.0,20.0,3.1,3.6,50.0,TN," Blount County, TN                        ","     61,955 ","     59,090 ","    2,865 ",4.6,124435.0,48.5,51.5,21.2,2.9,91.7,2.9,4.72639300418,8.1355217454,33.9325942449,21.0884353741,8.37633585245,16.1955810056,7.54513877329,46.7945089945,0.0,10.0,70.0,0.0,2016.0,1.0,,2330.0,46016.0,45855.0,46681.0,514805384.0,241805049.0,3796069.0,857.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,76.0,3.4,1536.0,3.5,1201.0,2.7,1603.0,3.6,36494834.0,7.6,1519579.0,0.6,-239337.0,-5.9,35.0,4.3
6.75,73.0,47011.0,25.0,74.0,22.3,0.3,76.3,18.41,0.808,77.51,Bradley,34923.0,35767.0,37216.0,27.0,2.4,4.1,38.0,TN," Bradley County, TN                       ","     51,752 ","     49,362 ","    2,390 ",4.6,101004.0,48.7,51.3,18.6,5.1,87.6,4.4,6.52604015129,11.2249054408,29.1998836194,24.3395402968,8.20628455048,13.2673843468,7.23596159441,46.9508292115,0.0,10.0,70.0,0.0,2016.0,1.0,,1889.0,42389.0,42122.0,41760.0,396825153.0,211873779.0,2966885.0,725.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,47.0,2.6,767.0,1.8,1540.0,3.8,1260.0,3.1,13637788.0,3.6,-2502989.0,-1.2,-1259040.0,-29.8,4.0,0.6
11.0,56.0,47013.0,31.0,68.0,27.5,0.28,71.1,17.97,0.626,78.85,Campbell,29353.0,29636.0,30981.0,67.0,1.0,4.5,25.0,TN," Campbell County, TN                      ","     15,288 ","     14,256 ","    1,032 ",6.8,40361.0,48.4,51.6,22.5,1.2,96.7,0.6,11.8274306891,15.1382722092,43.2577002412,14.8585812677,4.36667482432,5.54487291543,5.00646785302,70.2234031395,0.0,10.0,70.0,0.0,2016.0,1.0,,614.0,8755.0,8699.0,8819.0,68732882.0,36364221.0,480401.0,604.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,20.0,3.4,-54.0,-0.6,-75.0,-0.9,19.0,0.2,778798.0,1.1,-1170938.0,-3.1,-155820.0,-24.5,10.0,1.7
11.5,54.0,47015.0,37.0,61.0,31.4,0.38,66.6,21.24,0.626,75.59,Cannon,30805.0,31996.0,33416.0,54.0,3.9,4.4,28.0,TN," Cannon County, TN                        ","      6,202 ","      5,888 ",      314 ,5.1,13786.0,49.4,50.6,21.2,1.7,95.0,1.5,,,,,,,,,0.0,10.0,70.0,0.0,2016.0,1.0,,204.0,2068.0,2047.0,2056.0,15221266.0,7950247.0,70946.0,569.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10.0,5.2,49.0,2.4,26.0,1.3,18.0,0.9,742160.0,5.1,-525093.0,-6.2,-13909.0,-16.4,19.0,3.5
11.0,56.0,47017.0,34.0,64.0,32.0,0.28,66.6,22.48,0.536,74.81,Carroll,33711.0,33553.0,34865.0,39.0,-0.5,3.9,42.0,TN," Carroll County, TN                       ","     12,349 ","     11,501 ",      848 ,6.9,28511.0,48.7,51.3,23.1,2.3,85.3,10.0,8.2526032223,10.7703465783,48.2308449464,17.2408433922,2.90110345542,7.62057711237,4.98368129306,67.2537947469,0.0,10.0,70.0,0.0,2016.0,1.0,,463.0,7402.0,7388.0,7363.0,58862804.0,28186134.0,273623.0,613.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5.0,1.1,23.0,0.3,3.0,0.0,-53.0,-0.7,1591379.0,2.8,-167490.0,-0.6,-46114.0,-14.4,17.0,2.9
