County_FIPS,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,qtrly_estabs,month1_emplvl,month2_emplvl,month3_emplvl,total_qtrly_wages,taxable_qtrly_wages,qtrly_contributions,avg_wkly_wage,lq_disclosure_code,lq_qtrly_estabs,lq_month1_emplvl,lq_month2_emplvl,lq_month3_emplvl,lq_total_qtrly_wages,lq_taxable_qtrly_wages,lq_qtrly_contributions,lq_avg_wkly_wage,oty_disclosure_code,oty_qtrly_estabs_chg,oty_qtrly_estabs_pct_chg,oty_month1_emplvl_chg,oty_month1_emplvl_pct_chg,oty_month2_emplvl_chg,oty_month2_emplvl_pct_chg,oty_month3_emplvl_chg,oty_month3_emplvl_pct_chg,oty_total_qtrly_wages_chg,oty_total_qtrly_wages_pct_chg,oty_taxable_qtrly_wages_chg,oty_taxable_qtrly_wages_pct_chg,oty_qtrly_contributions_chg,oty_qtrly_contributions_pct_chg,oty_avg_wkly_wage_chg,oty_avg_wkly_wage_pct_chg
29207,0,10,70,0,2016,1,,1025,9956,10033,10137,77534483,52335707,1152168,594,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-18,-1.7,267,2.8,247,2.5,292,3.0,3983444,5.4,3624756,7.4,-50869,-4.2,15,2.6
29209,0,10,70,0,2016,1,,744,5182,5104,5356,36194746,23199268,550600,534,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,13,1.8,462,9.8,356,7.5,449,9.2,4388743,13.8,3144634,15.7,37706,7.4,23,4.5
29211,0,10,70,0,2016,1,,166,2372,2399,2391,23879078,14315275,85047,769,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-1.2,-8,-0.3,24,1.0,29,1.2,2255066,10.4,1494214,11.7,-62653,-42.4,68,9.7
29213,0,10,70,0,2016,1,,1919,24921,24309,27458,176348989,114214270,3102650,531,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,19,1.0,700,2.9,699,3.0,1131,4.3,2137270,1.2,-8749516,-7.1,-371712,-10.7,-11,-2.0
29215,0,10,70,0,2016,1,,613,5656,5661,5728,39565672,20248641,286684,536,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-1.8,-25,-0.4,-61,-1.1,-9,-0.2,-522455,-1.3,-342033,-1.7,-49787,-14.8,-4,-0.7
29217,0,10,70,0,2016,1,,639,6861,6882,6920,57565880,35480884,365337,643,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-7,-1.1,-272,-3.8,-216,-3.0,-182,-2.6,-2281819,-3.8,-1814635,-4.9,-103930,-22.1,-4,-0.6
29219,0,10,70,0,2016,1,,635,6865,6851,6959,58029844,39933879,821990,648,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,1.3,75,1.1,-8,-0.1,83,1.2,3290184,6.0,1764730,4.6,-22433,-2.7,33,5.4
29221,0,10,70,0,2016,1,,820,5007,4947,5009,33104929,17939006,342061,511,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-33,-3.9,-11,-0.2,-50,-1.0,-23,-0.5,-628391,-1.9,-225991,-1.2,-47917,-12.3,-6,-1.2
29223,0,10,70,0,2016,1,,501,2692,2728,2722,16546342,10311566,258907,469,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-11,-2.1,-26,-1.0,70,2.6,41,1.5,1686732,11.4,1015676,10.9,61216,31.0,43,10.1
29225,0,10,70,0,2016,1,,698,6645,6717,6837,49027914,31647765,588064,560,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,1.6,94,1.4,104,1.6,186,2.8,1242386,2.6,1314677,4.3,-41819,-6.6,3,0.5
29227,0,10,70,0,2016,1,,70,373,359,381,2214489,1091092,19055,459,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,1.4,-29,-7.2,-33,-8.4,-10,-2.6,-157280,-6.6,-70849,-6.1,1081,6.0,-3,-0.6
29229,0,10,70,0,2016,1,,484,4146,4165,4160,28327360,19052880,364256,524,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-69,-1.6,-54,-1.3,-2,0.0,844844,3.1,426660,2.3,-40665,-10.0,20,4.0
29510,0,10,70,0,2016,1,,13072,218350,221599,222249,3291890493,1241277523,21819324,1147,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1104,9.2,-1589,-0.7,414,0.2,1235,0.6,-87253970,-2.6,-13145578,-1.0,-1587681,-6.8,-31,-2.6
29999,0,10,70,0,2016,1,,16322,77520,78921,79672,1336920247,745454868,16226615,1307,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,487,3.1,3961,5.4,4820,6.5,5030,6.7,59523337,4.7,44921203,6.4,622753,4.0,-19,-1.4
30001,0,10,70,0,2016,1,,501,3686,3682,3736,31510907,24984499,194221,655,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,27,5.7,109,3.0,89,2.5,119,3.3,1723885,5.8,1466273,6.2,-79929,-29.2,18,2.8
30003,0,10,70,0,2016,1,,293,4553,4584,4619,42754915,30000212,521814,717,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,2.1,12,0.3,38,0.8,51,1.1,-2881349,-6.3,-3055868,-9.2,-164182,-23.9,-54,-7.0
30005,0,10,70,0,2016,1,,202,1428,1450,1481,11336034,6570725,53093,600,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,1.0,-15,-1.0,-27,-1.8,21,1.4,277314,2.5,174570,2.7,-23403,-30.6,17,2.9
30007,0,10,70,0,2016,1,,193,1374,1364,1379,11049124,9470137,102669,619,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18,10.3,83,6.4,66,5.1,90,7.0,-1236474,-10.1,519032,5.8,-32883,-24.3,-112,-15.3
30009,0,10,70,0,2016,1,,496,2583,2608,2634,19093501,14356438,142249,563,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,21,4.4,-30,-1.1,1,0.0,0,0.0,-15699,-0.1,288915,2.1,-51428,-26.6,2,0.4
30011,0,10,70,0,2016,1,,45,255,253,260,1822504,1008722,6411,548,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,7.1,8,3.2,2,0.8,-5,-1.9,74852,4.3,39293,4.1,-3007,-31.9,19,3.6
30013,0,10,70,0,2016,1,,2788,34897,34822,35188,324321856,217067609,2207431,713,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,62,2.3,1,0.0,-180,-0.5,51,0.1,7100463,2.2,7033479,3.3,-798602,-26.6,16,2.3
30015,0,10,70,0,2016,1,,221,1114,1123,1133,8379312,5671832,40382,574,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,9,4.2,2,0.2,-19,-1.7,-21,-1.8,458578,5.8,160027,2.9,-19520,-32.6,38,7.1
30017,0,10,70,0,2016,1,,502,5281,5324,5398,46767569,34510063,283652,674,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15,3.1,-179,-3.3,-111,-2.0,-58,-1.1,-2683032,-5.4,-2703597,-7.3,-178680,-38.6,-24,-3.4
30019,0,10,70,0,2016,1,,84,586,587,599,5629693,3823541,27488,733,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-11,-1.8,6,1.0,-6,-1.0,175164,3.2,79120,2.1,-13387,-32.8,27,3.8
30021,0,10,70,0,2016,1,,407,3635,3664,3646,36319256,25659506,209190,766,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,14,3.6,-94,-2.5,-116,-3.1,-127,-3.4,-2302388,-6.0,-2301453,-8.2,-147438,-41.3,-24,-3.0
30023,0,10,70,0,2016,1,,279,3252,3227,3250,27281921,15599832,134979,647,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,15,5.7,11,0.3,-6,-0.2,-1,0.0,749041,2.8,980452,6.7,-53127,-28.2,17,2.7
30025,0,10,70,0,2016,1,,192,1389,1377,1399,17353902,13242056,123382,962,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,2.1,-235,-14.5,-246,-15.2,-229,-14.1,-8798590,-33.6,-4292908,-24.5,-156087,-55.9,-276,-22.3
30027,0,10,70,0,2016,1,,519,4285,4275,4392,36065327,26127569,302264,643,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1.2,105,2.5,80,1.9,110,2.6,2631262,7.9,2804904,12.0,-39805,-11.6,33,5.4
30029,0,10,70,0,2016,1,,4550,39912,40039,40344,373369705,270640899,3690122,716,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,292,6.9,1546,4.0,1513,3.9,1289,3.3,13603242,3.8,13772301,5.4,-915924,-19.9,0,0.0
30031,0,10,70,0,2016,1,,6262,52230,52521,52793,514016403,417049332,4273024,753,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,448,7.7,2900,5.9,2826,5.7,2806,5.6,42319027,9.0,34747548,9.1,-1289193,-23.2,23,3.2
30033,0,10,70,0,2016,1,,53,290,294,304,1809200,1306137,7689,470,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,8.2,20,7.4,26,9.7,40,15.2,111909,6.6,118659,10.0,-3221,-29.5,-18,-3.7
30035,0,10,70,0,2016,1,,319,3892,3863,3938,34591149,22581780,401608,683,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-1.5,65,1.7,-26,-0.7,16,0.4,882616,2.6,229926,1.0,-62468,-13.5,15,2.2
30037,0,10,70,0,2016,1,,30,183,191,181,1263086,787314,8301,525,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-3.2,7,4.0,9,4.9,-7,-3.7,81147,6.9,98909,14.4,-2195,-20.9,25,5.0
30039,0,10,70,0,2016,1,,144,910,926,919,5838399,4576431,78132,489,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,5.9,75,9.0,99,12.0,120,15.0,846153,16.9,738295,19.2,13705,21.3,21,4.5
30041,0,10,70,0,2016,1,,600,6770,6778,6809,58732714,35067354,302772,666,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,1.9,90,1.3,-34,-0.5,-60,-0.9,2386465,4.2,987921,2.9,-127331,-29.6,27,4.2
30043,0,10,70,0,2016,1,,346,2599,2535,2596,31001439,23385009,259946,926,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,18,5.5,188,7.8,154,6.5,168,6.9,9006472,40.9,4954173,26.9,4861,1.9,223,31.7
30045,0,10,70,0,2016,1,,96,451,447,464,3613290,2365262,30017,612,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-21,-4.4,-35,-7.3,-41,-8.1,59135,1.7,-152728,-6.1,-8337,-21.7,50,8.9
30047,0,10,70,0,2016,1,,964,8408,8539,8578,70995356,38306520,416085,642,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,56,6.2,439,5.5,429,5.3,253,3.0,3761049,5.6,2266683,6.3,-136161,-24.7,6,0.9
30049,0,10,70,0,2016,1,,2781,34949,35038,35420,382233769,277950770,2199505,837,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,135,5.1,147,0.4,148,0.4,232,0.7,18552874,5.1,16345248,6.2,-880808,-28.6,37,4.6
30051,0,10,70,0,2016,1,,93,498,495,515,3354553,1969820,18307,513,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-2.1,19,4.0,21,4.4,28,5.7,7831,0.2,91208,4.9,-4837,-20.9,-23,-4.3
30053,0,10,70,0,2016,1,,718,5041,5001,5045,39697354,24443915,371651,607,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22,3.2,118,2.4,151,3.1,178,3.7,-1680723,-4.1,-219484,-0.9,-134557,-26.6,-45,-6.9
30055,0,10,70,0,2016,1,,76,537,544,557,4665877,3584561,28370,657,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,1.3,-46,-7.9,-22,-3.9,-28,-4.8,-144966,-3.0,-64081,-1.8,-15031,-34.6,17,2.7
30057,0,10,70,0,2016,1,,462,4483,4566,4572,39427394,34889286,592850,668,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,1.1,121,2.8,192,4.4,249,5.8,2489298,6.7,3677109,11.8,-82427,-12.2,15,2.3
30059,0,10,70,0,2016,1,,107,632,627,607,3844978,2564906,28528,476,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.9,-14,-2.2,-8,-1.3,-17,-2.7,-22732,-0.6,-29749,-1.1,-15848,-35.7,7,1.5
30061,0,10,70,0,2016,1,,136,1005,1025,1063,7128171,4569597,53410,532,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,7.9,-67,-6.2,-68,-6.2,-21,-1.9,-206601,-2.8,-193867,-4.1,-25350,-32.2,11,2.1
30063,0,10,70,0,2016,1,,5006,56735,56983,57581,525577725,402122687,4137751,708,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,281,5.9,1769,3.2,1651,3.0,1608,2.9,9447003,1.8,19710202,5.2,-1319874,-24.2,-8,-1.1
30065,0,10,70,0,2016,1,,155,1208,1191,1200,14384981,9785188,96848,922,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,2.0,-122,-9.2,-165,-12.2,-150,-11.1,-3024502,-17.4,-2952666,-23.2,-119133,-55.2,-73,-7.3
30067,0,10,70,0,2016,1,,945,5368,5331,5414,43377954,32647351,347439,621,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,48,5.4,176,3.4,140,2.7,135,2.6,2324394,5.7,2234982,7.3,-118162,-25.4,16,2.6
30069,0,10,70,0,2016,1,,22,92,97,101,609255,343537,2937,485,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,4.8,-2,-2.1,7,7.8,6,6.3,-11759,-1.9,-15833,-4.4,-946,-24.4,-29,-5.6
30071,0,10,70,0,2016,1,,192,1228,1224,1219,9482990,5597893,45524,596,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.7,3,0.2,7,0.6,-21,-1.7,52887,0.6,39657,0.7,-15983,-26.0,5,0.8
30073,0,10,70,0,2016,1,,232,1739,1736,1792,13717034,9866900,113304,601,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.9,75,4.5,52,3.1,93,5.5,-134126,-1.0,254154,2.6,-33644,-22.9,-32,-5.1
30075,0,10,70,0,2016,1,,102,554,550,564,4384518,3747646,30304,607,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,3,3.0,37,7.2,59,12.0,67,13.5,795690,22.2,810657,27.6,-7706,-20.3,57,10.4
30077,0,10,70,0,2016,1,,219,2231,2217,2229,22203904,17587811,143921,767,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,2.8,23,1.0,-37,-1.6,-51,-2.2,891866,4.2,328531,1.9,-78607,-35.3,38,5.2
30079,0,10,70,0,2016,1,,55,299,291,310,2635449,1442669,7739,676,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,1.9,10,3.5,-2,-0.7,1,0.3,57035,2.2,11626,0.8,-4839,-38.5,8,1.2
30081,0,10,70,0,2016,1,,1741,11165,11260,11511,94740551,64765198,852984,644,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,124,7.7,482,4.5,492,4.6,539,4.9,6832466,7.8,5284077,8.9,-165270,-16.2,18,2.9
30083,0,10,70,0,2016,1,,712,5888,5799,5685,71632254,56023728,631683,952,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,22,3.2,-897,-13.2,-930,-13.8,-824,-12.7,-20029797,-21.9,-17165310,-23.5,-548759,-46.5,-104,-9.8
30085,0,10,70,0,2016,1,,301,3663,3675,3630,30867654,18664628,196308,649,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,2.4,-59,-1.6,-17,-0.5,-65,-1.8,-237898,-0.8,-1104250,-5.6,-108944,-35.7,3,0.5
30087,0,10,70,0,2016,1,,240,3938,3910,3937,44641886,32337412,407113,874,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-3.6,-42,-1.1,-120,-3.0,-47,-1.2,-1060976,-2.3,95841,0.3,-93586,-18.7,-5,-0.6
30089,0,10,70,0,2016,1,,413,2626,2640,2679,19324167,12433695,172490,561,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,17,4.3,58,2.3,51,2.0,53,2.0,719675,3.9,265086,2.2,-48760,-22.0,9,1.6
30091,0,10,70,0,2016,1,,232,1422,1428,1424,13431342,8792803,84865,725,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,1.8,-87,-5.8,-81,-5.4,-104,-6.8,-1245662,-8.5,-1022611,-10.4,-59334,-41.1,-20,-2.7
30093,0,10,70,0,2016,1,,1298,15494,15422,15622,156117687,118980897,1034095,774,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,50,4.0,228,1.5,108,0.7,-3,0.0,-3271983,-2.1,-1060457,-0.9,-544256,-34.5,-22,-2.8
30095,0,10,70,0,2016,1,,347,3045,3036,3061,43645335,36736579,363886,1102,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,11,3.3,-165,-5.1,-158,-4.9,-173,-5.3,-4569170,-9.5,-3025555,-7.6,-195765,-35.0,-52,-4.5
30097,0,10,70,0,2016,1,,227,1446,1456,1452,18166510,15962448,145383,963,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,26,12.9,24,1.7,45,3.2,6,0.4,149543,0.8,578840,3.8,-54266,-27.2,-9,-0.9
30099,0,10,70,0,2016,1,,285,1723,1764,1777,13671319,10174014,69969,599,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,10,3.6,11,0.6,12,0.7,-17,-0.9,438265,3.3,-428081,-4.0,-49229,-41.3,18,3.1
30101,0,10,70,0,2016,1,,248,1909,1865,1866,18249549,12458695,101079,747,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.4,-36,-1.9,-65,-3.4,-111,-5.6,-1160381,-6.0,-929206,-6.9,-52851,-34.3,-18,-2.4
30103,0,10,70,0,2016,1,,40,202,201,196,1578342,1208734,7884,608,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,5.3,24,13.5,19,10.4,19,10.7,50504,3.3,59816,5.2,-4087,-34.1,-49,-7.5
30105,0,10,70,0,2016,1,,336,3153,3118,3145,25807910,16537604,140166,633,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,2.4,79,2.6,32,1.0,45,1.5,358638,1.4,266334,1.6,-50948,-26.7,-1,-0.2
30107,0,10,70,0,2016,1,,90,570,566,588,4442754,3536907,38311,595,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,8.4,24,4.4,11,2.0,28,5.0,293940,7.1,348513,10.9,-10396,-21.3,19,3.3
30109,0,10,70,0,2016,1,,46,270,268,279,2156187,1607971,9830,609,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-2.1,-34,-11.2,-36,-11.8,-23,-7.6,-247857,-10.3,-263793,-14.1,-11427,-53.8,-1,-0.2
30111,0,10,70,0,2016,1,,6484,78957,79714,80429,852169638,607369129,6237233,822,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,216,3.4,899,1.2,1292,1.6,1312,1.7,-544154,-0.1,5547171,0.9,-2532391,-28.9,-13,-1.6
30999,0,10,70,0,2016,1,,2089,6083,6252,6258,95567464,78364941,1174839,1186,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,233,12.6,280,4.8,202,3.3,272,4.5,8408941,9.6,7616612,10.8,-193155,-14.1,58,5.1
31001,0,10,70,0,2016,1,,1199,15019,15064,15202,128245125,62379358,625610,654,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,0.5,213,1.4,215,1.4,262,1.8,2318508,1.8,159339,0.3,-63327,-9.2,2,0.3
31003,0,10,70,0,2016,1,,302,2033,2019,2034,15749823,8005544,89221,597,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-9,-2.9,-33,-1.6,-35,-1.7,-37,-1.8,-111399,-0.7,-225377,-2.7,-8799,-9.0,6,1.0
31005,0,10,70,0,2016,1,,18,80,81,86,578595,151435,1213,541,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-3,-3.6,-6,-6.9,3,3.6,43386,8.1,122,0.1,390,47.4,53,10.9
31007,0,10,70,0,2016,1,,17,139,137,137,1176627,426488,3814,657,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-19,-12.0,-24,-14.9,-22,-13.8,-209580,-15.1,-120526,-22.0,-3198,-45.6,-12,-1.8
31009,0,10,70,0,2016,1,,23,121,125,122,972269,370920,2568,610,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,1,0.8,9,7.8,5,4.3,34271,3.7,15716,4.4,-218,-7.8,-3,-0.5
31011,0,10,70,0,2016,1,,267,2341,2316,2343,19632905,9218094,83269,647,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.8,54,2.4,31,1.4,37,1.6,855090,4.6,650060,7.6,-10538,-11.2,17,2.7
31013,0,10,70,0,2016,1,,431,3737,3775,3848,31430595,15165025,150216,638,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-2.3,-99,-2.6,-36,-0.9,10,0.3,8111,0.0,-136210,-0.9,-30618,-16.9,7,1.1
31015,0,10,70,0,2016,1,,110,578,582,596,3887079,2120351,15422,511,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,1.9,9,1.6,33,6.0,20,3.5,223368,6.1,149686,7.6,-1232,-7.4,12,2.4
31017,0,10,70,0,2016,1,,164,1164,1156,1163,9012325,3979303,36461,597,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-6,-3.5,-39,-3.2,-42,-3.5,-47,-3.9,-216313,-2.3,-222869,-5.3,-10514,-22.4,7,1.2
31019,0,10,70,0,2016,1,,1899,26359,26298,26711,236446856,122989479,1176611,687,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-1,0.0,-117,-0.4,139,0.5,-5260343,-2.2,1623493,1.3,-138110,-10.5,-16,-2.3
31021,0,10,70,0,2016,1,,281,1767,1780,1807,14483179,6783153,79922,624,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.7,-46,-2.5,-75,-4.0,-48,-2.6,-297228,-2.0,-445502,-6.2,-8287,-9.4,6,1.0
31023,0,10,70,0,2016,1,,280,2571,2563,2590,26616358,12932793,113587,795,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,0,0.0,-43,-1.6,-72,-2.7,-64,-2.4,-1986056,-6.9,-100543,-0.8,-30767,-21.3,-40,-4.8
31025,0,10,70,0,2016,1,,676,5250,5338,5423,47624792,23922031,279090,686,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-1,-0.1,91,1.8,168,3.2,199,3.8,2626981,5.8,1329939,5.9,-14671,-5.0,18,2.7
31027,0,10,70,0,2016,1,,362,2596,2569,2598,21049571,10884270,91232,626,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-10,-2.7,-83,-3.1,-90,-3.4,-116,-4.3,-66401,-0.3,-395705,-3.5,-11244,-11.0,21,3.5
31029,0,10,70,0,2016,1,,235,1920,1890,1943,14537550,8578249,69861,583,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,5,2.2,116,6.4,94,5.2,149,8.3,-137750,-0.9,105754,1.2,-9748,-12.2,-45,-7.2
31031,0,10,70,0,2016,1,,341,2225,2227,2263,15770749,8817918,91020,542,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,2.4,77,3.6,67,3.1,2,0.1,1061595,7.2,811057,10.1,5923,7.0,25,4.8
31033,0,10,70,0,2016,1,,423,5488,5450,5420,80121373,30218070,242174,1130,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-0.5,-433,-7.3,-396,-6.8,-383,-6.6,-5957799,-6.9,-3972628,-11.6,-114236,-32.1,-1,-0.1
31035,0,10,70,0,2016,1,,288,2306,2325,2381,22586323,10683339,92931,743,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-8,-2.7,-176,-7.1,-156,-6.3,-98,-4.0,841871,3.9,-651475,-5.7,-30074,-24.4,69,10.2
31037,0,10,70,0,2016,1,,339,5043,5079,5097,46905825,32325540,296467,711,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,12,3.7,9,0.2,40,0.8,38,0.8,4259805,10.0,2369971,7.9,-27237,-8.4,61,9.4
31039,0,10,70,0,2016,1,,462,3719,3684,3713,31872060,16848102,160028,662,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,4,0.9,-117,-3.1,-143,-3.7,-179,-4.6,676,0.0,-216329,-1.3,-10685,-6.3,25,3.9
31041,0,10,70,0,2016,1,,522,4401,4331,4447,37625080,20730239,186328,659,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,6,1.2,231,5.5,156,3.7,154,3.6,1945257,5.5,1398356,7.2,-14154,-7.1,7,1.1
31043,0,10,70,0,2016,1,,565,12347,12309,12390,116911380,80892672,713494,728,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-5,-0.9,189,1.6,80,0.7,25,0.2,6846334,6.2,5006928,6.6,-23432,-3.2,37,5.4
31045,0,10,70,0,2016,1,,377,3247,3276,3293,24246668,9228837,99965,570,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,2,0.5,-26,-0.8,7,0.2,-9,-0.3,908581,3.9,343514,3.9,-10820,-9.8,23,4.2
31047,0,10,70,0,2016,1,,927,11227,11201,11330,97340836,57361666,529107,665,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,34,3.8,-42,-0.4,-130,-1.1,-13,-0.1,5597037,6.1,2135030,3.9,-47605,-8.3,41,6.6
31049,0,10,70,0,2016,1,,85,580,570,576,4184525,2190856,17396,559,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,-2,-2.3,21,3.8,34,6.3,26,4.7,360794,9.4,296230,15.6,-1570,-8.3,23,4.3
31051,0,10,70,0,2016,1,,151,1617,1631,1656,12634019,8175477,71778,595,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,7,4.9,-94,-5.5,-63,-3.7,-46,-2.7,-283013,-2.2,-402455,-4.7,-17330,-19.4,11,1.9
31053,0,10,70,0,2016,1,,1199,16754,16927,17027,145355770,79425087,706294,662,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,8,0.7,72,0.4,158,0.9,179,1.1,1387429,1.0,1070190,1.4,-98901,-12.3,1,0.2
31055,0,10,70,0,2016,1,,18750,330175,330679,332760,4076235068,1719255632,19447466,947,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,320,1.7,6459,2.0,6131,1.9,6334,1.9,21193198,0.5,48464192,2.9,-1714022,-8.1,-13,-1.4
31057,0,10,70,0,2016,1,,101,557,556,561,4848360,1789547,11431,668,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1,1.0,-17,-3.0,-12,-2.1,-26,-4.4,-230530,-4.5,-18854,-1.0,-3577,-23.8,-10,-1.5
